,Player_Id,Player_Name,DOB,Batting_Hand,Bowling_Skill,Country,total_matches,total_runs,centuries,half_centuries,total_fours,total_sixes,total_dotballs,total_balls_faced,total_ducks,best_score,total_outs,total_overs_bowled,total_wickets,total_runs_given,highest_runs_given,total_orangecaps,total_purplecaps,total_player_of_series,batting_average,strike_rate
366,367,Sandeep Sharma,18-May-93,Right_Hand,Right-arm medium,India,43,19,0,0,1,0,13,29,35,7,1,157,54,1153,61,0,0,0,19.0,65.51724137931035
367,368,S Kaul,19-May-90,Right_Hand,Right-arm medium,India,11,9,0,0,0,0,5,11,9,7,0,35,6,286,38,0,0,0,0.0,81.81818181818181
368,369,Sachin Baby,18-Dec-88,Left_Hand,Right-arm offbreak,India,15,122,0,0,9,5,31,89,9,33,5,2,2,8,4,0,0,0,24.4,137.07865168539325
369,370,PV Tambe,8-Oct-71,Right_Hand,Legbreak,India,33,18,0,0,1,0,24,39,27,7,2,110,28,834,39,0,0,0,9.0,46.15384615384615
370,371,NM Coulter-Nile,11-Oct-87,Right_Hand,Right-arm fast,Australia,18,38,0,0,3,2,22,40,10,9,5,66,20,476,41,0,0,0,7.6,95.0
371,372,CJ Anderson,13-Dec-90,Left_Hand,Left-arm medium-fast,New Zealand,16,379,0,3,32,21,127,284,1,95,12,22,5,210,34,0,0,0,31.583333333333332,133.45070422535213
372,373,NJ Maddinson,21-Dec-91,Left_Hand,Slow left-arm orthodox,Australia,3,20,0,0,4,0,15,21,0,12,3,0,0,0,0,0,0,0,6.666666666666667,95.23809523809524
373,374,AR Patel,20-Jan-94,Left_Hand,Slow left-arm orthodox,India,45,379,0,0,23,17,116,323,19,42,22,161,42,1157,48,0,0,0,17.227272727272727,117.3374613003096
374,375,JJ Bumrah,6-Dec-93,Right_Hand,Right-arm medium,India,31,9,0,0,1,0,9,15,28,6,1,114,23,931,55,0,0,0,9.0,60.0
375,376,JDS Neesham,17-Sep-90,Left_Hand,Right-arm medium,New Zealand,4,42,0,0,3,1,25,46,1,22,3,9,1,88,28,0,0,0,14.0,91.30434782608695
376,377,TG Southee,11-Dec-88,Right_Hand,Right-arm medium-fast,New Zealand,26,47,0,0,3,2,10,33,19,25,5,100,19,793,46,0,0,0,9.4,142.42424242424244
377,378,MA Starc,30-Jan-90,Left_Hand,Left-arm fast,Australia,27,96,0,0,10,0,41,98,16,29,7,97,34,656,40,0,0,0,13.714285714285714,97.95918367346938
378,379,BR Dunk,11-Mar-87,Left_Hand,,Australia,3,40,0,0,7,0,20,36,0,20,3,0,0,0,0,0,0,0,13.333333333333334,111.11111111111111
379,380,RR Rossouw,9-Oct-89,Left_Hand,Right-arm offbreak,South Africa,5,53,0,0,3,3,25,51,1,24,5,0,0,0,0,0,0,0,10.6,103.92156862745098
380,381,Shivam Sharma,9-Sep-93,Right_Hand,Right-arm offbreak,India,5,5,0,0,1,0,1,3,3,4,1,19,4,165,44,0,0,0,5.0,166.66666666666666
381,382,YS Chahal,23-Jul-90,Right_Hand,Legbreak googly,India,43,2,0,0,0,0,1,3,41,1,0,157,56,1211,51,0,0,0,0.0,66.66666666666667
382,383,LMP Simmons,25-Jan-85,Right_Hand,Right-arm medium-fast,West Indies,22,942,1,9,99,36,345,762,1,100,20,3,1,34,34,0,0,0,47.1,123.62204724409449
383,384,VH Zol,23-Nov-94,Left_Hand,Right-arm offbreak,India,3,29,0,0,3,1,13,26,1,16,2,0,0,0,0,0,0,0,14.5,111.53846153846153
384,385,BCJ Cutting,30-Jan-87,Right_Hand,Right-arm fast-medium,Australia,5,73,0,0,4,7,20,43,1,39,3,16,6,110,34,0,0,0,24.333333333333332,169.7674418604651
385,386,Imran Tahir,27-Mar-79,Right_Hand,Legbreak googly,India,20,18,0,0,3,0,15,23,15,5,4,73,29,598,59,0,0,0,4.5,78.26086956521739
386,387,BE Hendricks,8-Jun-90,Left_Hand,Left-arm fast-medium,South Africa,7,1,0,0,0,0,2,3,6,1,1,25,9,224,57,0,0,0,1.0,33.333333333333336
387,388,S Gopal,4-Sep-93,Right_Hand,Legbreak,India,6,14,0,0,1,0,16,27,3,11,2,20,7,153,36,0,0,0,7.0,51.851851851851855
388,389,M de Lange,13-Oct-90,Right_Hand,Right-arm fast,South Africa,5,1,0,0,0,0,1,2,4,1,1,18,2,157,37,0,0,0,1.0,50.0
389,390,R Tewatia,20-May-93,Left_Hand,Legbreak,India,4,16,0,0,0,1,5,13,3,16,1,12,3,89,31,0,0,0,16.0,123.07692307692308
390,391,JO Holder,5-Nov-91,Right_Hand,Right-arm medium-fast,West Indies,11,38,0,0,4,2,18,32,7,16,5,36,5,294,39,0,0,0,7.6,118.75
391,392,Karanveer Singh,8-Nov-87,Right_Hand,Legbreak googly,India,9,12,0,0,1,0,9,17,5,5,1,34,12,312,51,0,0,0,12.0,70.58823529411765
392,393,SS Iyer,6-Dec-94,Right_Hand,Legbreak googly,India,20,469,0,4,43,22,194,406,5,83,19,0,0,0,0,0,0,0,24.68421052631579,115.51724137931035
393,394,DJ Hooda,19-Apr-95,Right_Hand,Right-arm offbreak,India,31,295,0,1,15,16,79,224,7,54,23,29,4,216,35,0,0,0,12.826086956521738,131.69642857142858
394,395,Anureet Singh,2-Mar-88,Right_Hand,Right-arm medium,India,19,18,0,0,0,1,18,31,17,10,3,63,17,533,56,0,0,0,6.0,58.064516129032256
395,396,KS Williamson,8-Aug-90,Right_Hand,Right-arm offbreak,New Zealand,8,155,0,1,15,1,56,155,0,50,7,1,0,7,7,0,0,0,22.142857142857142,100.0
396,397,SA Abbott,29-Feb-92,Right_Hand,Right-arm fast-medium,New Zealand,2,15,0,0,1,1,7,13,0,14,2,5,0,55,36,0,0,0,7.5,115.38461538461539
397,398,J Suchith,16-Jan-94,Left_Hand,Slow left-arm orthodox,India,14,48,0,0,4,2,12,33,10,34,1,41,10,359,40,0,0,0,48.0,145.45454545454547
398,399,RG More,2-Feb-92,Right_Hand,Right-arm medium,India,2,2,0,0,0,0,0,2,1,2,0,6,1,57,30,0,0,0,0.0,100.0
399,400,HH Pandya,11-Oct-93,Right_Hand,Right-arm medium-fast,India,20,156,0,1,13,8,62,134,5,61,12,34,4,318,51,0,0,0,13.0,116.41791044776119
400,401,D Wiese,18-May-85,Right_Hand,Right-arm medium-fast,South Africa,15,127,0,0,12,4,29,94,7,47,4,47,16,390,46,0,0,0,31.75,135.10638297872342
401,402,SN Khan,27-Oct-97,Right_Hand,Legbreak,India,18,177,0,0,19,6,25,103,7,45,6,0,0,0,0,0,0,0,29.5,171.84466019417476
402,403,MJ McClenaghan,11-Jun-86,Left_Hand,Left-arm fast-medium,New Zealand,26,47,0,0,2,5,13,29,20,20,4,101,34,787,46,0,0,0,11.75,162.06896551724137
403,404,DJ Muthuswami,9-Mar-81,Right_Hand,Right-arm medium,India,6,1,0,0,0,0,2,3,5,1,1,14,4,101,24,0,0,0,1.0,33.333333333333336
404,405,PJ Cummins,8-May-93,Right_Hand,Right-arm fast,Australia,4,0,0,0,0,0,2,2,4,0,1,14,2,116,48,0,0,0,0.0,0.0
405,406,SN Thakur,16-Oct-91,Right_Hand,Right-arm medium,India,1,7,0,0,1,0,2,6,0,7,0,3,1,36,36,0,0,0,0.0,116.66666666666667
406,407,JC Buttler,8-Sep-90,Right_Hand,,England,14,255,0,0,23,11,72,189,1,41,11,0,0,0,0,0,0,0,23.181818181818183,134.9206349206349
407,408,CR Brathwaite,18-Jul-88,Right_Hand,Right-arm fast-medium,West Indies,8,83,0,0,6,8,17,40,2,34,6,24,7,181,41,0,0,0,13.833333333333334,207.5
408,409,MP Stoinis,16-Aug-89,Right_Hand,Right-arm medium,Australia,7,146,0,1,13,4,38,111,3,52,4,23,8,191,38,0,0,0,36.5,131.53153153153153
409,410,Ishan Kishan,18-Jul-98,Left_Hand,,India,5,42,0,0,5,0,17,41,1,27,5,0,0,0,0,0,0,0,8.4,102.4390243902439
410,411,C Munro,11-Mar-87,Left_Hand,Right-arm medium-fast,New Zealand,4,30,0,0,3,0,13,31,1,16,3,2,0,15,8,0,0,0,10.0,96.7741935483871
411,412,P Sahu,21-Aug-85,Right_Hand,Legbreak googly,India,5,19,0,0,1,1,4,13,3,18,1,18,3,144,35,0,0,0,19.0,146.15384615384616
412,413,KH Pandya,24-Mar-91,Left_Hand,Slow left-arm orthodox,India,12,237,0,1,22,13,38,127,4,86,6,32,6,225,32,0,0,0,39.5,186.61417322834646
413,414,AD Nath,10-May-93,Right_Hand,Right-arm medium-fast,India,4,20,0,0,1,0,13,27,1,12,3,0,0,0,0,0,0,0,6.666666666666667,74.07407407407408
414,415,MJ Guptill,30-Sep-86,Right_Hand,Right-arm offbreak,New Zealand,3,57,0,0,3,3,27,55,0,48,3,0,0,0,0,0,0,0,19.0,103.63636363636364
415,416,KJ Abbott,18-Jun-87,Right_Hand,Right-arm fast-medium,South Africa,5,13,0,0,0,1,3,8,3,12,1,16,2,170,44,0,0,0,13.0,162.5
416,417,TM Head,29-Dec-93,Left_Hand,Right-arm offbreak,Australia,3,54,0,0,3,2,14,42,0,37,2,0,0,0,0,0,0,0,27.0,128.57142857142858
417,418,M Ashwin,8-Sep-90,Right_Hand,Legbreak googly,India,10,0,0,0,0,0,1,1,10,0,1,29,7,234,36,0,0,0,0.0,0.0
418,419,NS Naik,9-Nov-94,Right_Hand,,India,2,23,0,0,1,0,16,33,0,22,2,0,0,0,0,0,0,0,11.5,69.6969696969697
419,420,RR Pant,4-Oct-97,Left_Hand,,India,10,198,0,1,19,6,59,155,0,69,8,0,0,0,0,0,0,0,24.75,127.74193548387096
420,421,SW Billings,15-Jun-91,Right_Hand,,England,5,88,0,1,4,4,21,66,1,54,4,0,0,0,0,0,0,0,22.0,133.33333333333334
421,422,KC Cariappa,13-Apr-94,Right_Hand,Legbreak,India,6,13,0,0,0,1,3,11,4,12,1,19,4,184,54,0,0,0,13.0,118.18181818181819
422,423,PSP Handscomb,26-Apr-91,Right_Hand,,Australia,2,6,0,0,0,0,6,12,1,6,1,0,0,0,0,0,0,0,6.0,50.0
423,424,Swapnil Singh,22-Jan-91,Right_Hand,Slow left-arm orthodox,India,1,0,0,0,0,0,1,1,1,0,1,3,0,29,29,0,0,0,0.0,0.0
424,425,J Yadav,22-Jan-90,Right_Hand,Right-arm offbreak,India,8,6,0,0,0,0,6,12,6,5,2,24,4,152,37,0,0,0,3.0,50.0
425,426,UT Khawaja,18-Dec-86,Left_Hand,Right-arm medium,Australia,6,127,0,0,14,3,43,105,0,30,6,0,0,0,0,0,0,0,21.166666666666668,120.95238095238095
426,427,HM Amla,31-Mar-83,Right_Hand,Right-arm offbreak,South Africa,6,157,0,1,20,4,49,122,1,96,6,0,0,0,0,0,0,0,26.166666666666668,128.68852459016392
427,428,F Behardien,9-Oct-83,Right_Hand,Right-arm fast-medium,South Africa,3,14,0,0,2,0,5,13,1,9,2,0,0,0,0,0,0,0,7.0,107.6923076923077
428,429,BB Sran,10-Dec-92,Left_Hand,Left-arm medium,India,15,4,0,0,0,0,0,4,12,2,0,53,14,427,39,0,0,0,0.0,100.0
429,430,A Zampa,31-Mar-92,Right_Hand,Legbreak googly,Australia,5,0,0,0,0,0,1,1,5,0,1,17,12,110,35,0,0,0,0.0,0.0
430,431,N Rana,27-Dec-93,Left_Hand,Right-arm offbreak,India,4,104,0,1,7,8,37,78,1,70,3,1,0,3,3,0,0,0,34.666666666666664,133.33333333333334
431,432,S Kaushik,7-Sep-95,Right_Hand,Slow left-arm chinaman,India,7,0,0,0,0,0,1,1,7,0,1,23,6,188,49,0,0,0,0.0,0.0
432,433,ER Dwivedi,22-Jul-88,Right_Hand,,India,4,24,0,0,2,2,7,15,2,19,2,0,0,0,0,0,0,0,12.0,160.0
433,434,CJ Jordan,4-Oct-88,Right_Hand,Right-arm fast-medium,England,9,3,0,0,0,0,2,4,8,3,1,28,11,241,51,0,0,0,3.0,75.0
434,435,P Amarnath,1-Jun-82,Right_Hand,Right-arm medium,India,6,0,0,0,0,0,0,0,6,0,0,22,7,236,57,0,0,0,0.0,0.0
435,436,B Geeves,13-Jun-82,Right_Hand,Right-arm fast-medium,Australia,2,0,0,0,0,0,0,0,2,0,0,8,1,86,49,0,0,0,0.0,0.0
436,437,Gagandeep Singh,3-Oct-81,Right_Hand,Right-arm medium-fast,India,4,0,0,0,0,0,0,0,4,0,0,14,3,141,43,0,0,0,0.0,0.0
437,438,A Nel,15-Jul-77,Right_Hand,Right-arm fast-medium,South Africa,1,0,0,0,0,0,0,0,1,0,1,3,1,31,31,0,0,0,0.0,0.0
438,439,AM Salvi,20-Oct-81,Right_Hand,Right-arm medium,India,7,0,0,0,0,0,0,0,7,0,0,25,7,190,39,0,0,0,0.0,0.0
439,440,RR Bose,27-Feb-79,Right_Hand,Right-arm fast-medium,India,1,0,0,0,0,0,0,0,1,0,0,2,0,24,24,0,0,0,0.0,0.0
440,441,SS Sarkar,15-Dec-84,Right_Hand,Right-arm medium,India,2,0,0,0,0,0,0,0,2,0,0,5,1,34,19,0,0,0,0.0,0.0
441,442,RA Shaikh,12-Jun-85,Left_Hand,Left-arm medium,India,1,0,0,0,0,0,0,0,1,0,0,1,0,11,11,0,0,0,0.0,0.0
442,443,C Ganapathy,10-Jun-81,Right_Hand,Right-arm medium,India,1,0,0,0,0,0,0,0,1,0,0,1,0,13,13,0,0,0,0.0,0.0
443,444,MB Parmar,12-Apr-88,Right_Hand,Right-arm offbreak,India,1,0,0,0,0,0,0,0,1,0,0,3,0,32,32,0,0,0,0.0,0.0
444,445,AA Kazi,29-Sep-89,Left_Hand,Slow left-arm orthodox,India,1,0,0,0,0,0,0,0,1,0,0,2,0,20,20,0,0,0,0.0,0.0
445,446,Anand Rajan,17-Apr-87,Right_Hand,Right-arm medium,India,8,0,0,0,0,0,0,0,8,0,0,25,4,188,43,0,0,0,0.0,0.0
446,447,P Prasanth,22-May-85,Left_Hand,Slow left-arm orthodox,India,1,0,0,0,0,0,0,0,1,0,0,1,0,18,18,0,0,0,0.0,0.0
447,448,SS Mundhe,27-Oct-88,Right_Hand,Right-arm medium,India,1,0,0,0,0,0,0,0,1,0,0,1,1,5,5,0,0,0,0.0,0.0
448,449,RW Price,12-Jun-76,Right_Hand,Slow left-arm orthodox,Zimbabwea,1,0,0,0,0,0,0,0,1,0,0,3,0,33,33,0,0,0,0.0,0.0
449,450,TP Sudhindra,24-Apr-84,Left_Hand,Right-arm fast,India,3,0,0,0,0,0,0,0,3,0,0,12,0,132,46,0,0,0,0.0,0.0
450,451,BW Hilfenhaus,15-Mar-83,Right_Hand,Right-arm fast-medium,Australia,17,0,0,0,0,0,0,0,17,0,0,62,8,461,40,0,0,0,0.0,0.0
451,452,S Badree,9-Mar-81,Right_Hand,Legbreak,West Indies,5,0,0,0,0,0,0,0,5,0,0,18,2,123,33,0,0,0,0.0,0.0
452,453,P Suyal,15-Oct-89,Right_Hand,Left-arm medium,India,5,0,0,0,0,0,0,0,5,0,0,16,2,140,42,0,0,0,0.0,0.0
453,454,MG Neser,29-Mar-90,Right_Hand,Right-arm medium,Australia,1,0,0,0,0,0,0,0,1,0,0,4,0,61,61,0,0,0,0.0,0.0
454,455,V Shankar,26-Jan-91,Right_Hand,Right-arm medium,India,1,0,0,0,0,0,0,0,1,0,0,1,0,19,19,0,0,0,0.0,0.0
455,456,K Santokie,20-Dec-84,Left_Hand,Left-arm medium,West Indies,2,0,0,0,0,0,0,0,2,0,0,8,3,87,47,0,0,0,0.0,0.0
456,457,JW Hastings,4-Nov-85,Right_Hand,Right-arm fast-medium,Australia,3,0,0,0,0,0,0,0,3,0,0,10,3,63,29,0,0,0,0.0,0.0
457,458,TA Boult,22-Jul-89,Right_Hand,Left-arm fast-medium,New Zealand,8,0,0,0,0,0,0,0,8,0,0,32,10,259,44,0,0,0,0.0,0.0
458,459,GS Sandhu,14-Jun-93,Left_Hand,Right-arm fast-medium,Australia,3,0,0,0,0,0,0,0,3,0,0,8,1,82,49,0,0,0,0.0,0.0
459,460,Mustafizur Rahman,6-Sep-95,Left_Hand,Left-arm fast-medium,Bangladesh,16,0,0,0,0,0,0,0,16,0,0,61,17,411,38,0,0,0,0.0,0.0
460,461,AF Milne,13-Apr-92,Right_Hand,Right-arm fast,New Zealand,1,0,0,0,0,0,0,0,1,0,0,4,1,38,38,0,0,0,0.0,0.0
461,462,Kuldeep Yadav,14-Dec-94,Left_Hand,Slow left-arm chinaman,India,3,0,0,0,0,0,0,0,3,0,0,12,6,94,35,0,0,0,0.0,0.0
462,463,T Shamsi,18-Feb-90,Right_Hand,Slow left-arm chinaman,South Africa,4,0,0,0,0,0,0,0,4,0,0,16,3,147,51,0,0,0,0.0,0.0
463,464,SM Boland,11-Apr-89,Right_Hand,Right-arm fast-medium,Australia,2,0,0,0,0,0,0,0,2,0,0,7,2,53,31,0,0,0,0.0,0.0
464,465,DL Chahar,7-Aug-92,Right_Hand,Right-arm medium,India,2,0,0,0,0,0,0,0,2,0,0,5,0,38,25,0,0,0,0.0,0.0
465,466,P Dharmani,27-Sep-74,Right_Hand,,India,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
466,467,RV Pawar,6-Sep-79,Left_Hand,Slow left-arm orthodox,India,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
467,468,KH Devdhar,14-Dec-89,Right_Hand,,India,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
468,469,T Mishra,22-Dec-86,Right_Hand,Right-arm fast-medium,India,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
469,470,Asad Rauf,,,,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
470,471,MR Benson,,,,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
471,472,Aleem Dar,,,,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
472,473,SJ Davis,,,,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
473,474,BF Bowden,,,,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
474,475,IL Howell,,,,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
475,476,DJ Harper,,,,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
476,477,RE Koertzen,,,,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
477,478,BR Doctrove,,,,West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
478,479,AV Jayaprakash,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
479,480,BG Jerling,,,,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
480,481,M Erasmus,,,,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
481,482,HDPK Dharmasena,,,,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
482,483,S Asnani,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
483,484,GAV Baxter,,,,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
484,485,SS Hazare,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
485,486,K Hariharan,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
486,487,SL Shastri,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
487,488,SK Tarapore,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
488,489,S Ravi,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
489,490,SJA Taufel,,,,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
490,491,S Das,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
491,492,AM Saheba,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
492,493,PR Reiffel,,,,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
493,494,JD Cloete,,,,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
494,495,AK Chaudhary,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
495,496,VA Kulkarni,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
496,497,BNJ Oxenford,,,,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
497,498,CK Nandan,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
498,499,C Shamshuddin,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
499,500,NJ Llong,,,,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
500,501,RK Illingworth,,,,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
501,502,RM Deshpande,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
502,503,K Srinath,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
503,504,SD Fry,,,,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
504,505,CB Gaffaney,,,,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
505,506,PG Pathak,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
506,507,Nitin Menon,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
507,508,K Bharatan,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
508,509,AY Dandekar,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
509,510,KN Ananthapadmanabhan,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
510,511,A Nand Kishore,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
511,512,GA Pratapkumar,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
512,513,RB Tiffin,,,,Zimbabwea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
513,514,I Shivram,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
514,515,SD Ranade,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
515,516,TH Wijewardene,,,,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
516,517,AL Hill,,,,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
517,518,RJ Tucker,,,,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
518,519,Subroto Das,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
519,520,K Srinivasan,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
520,521,VK Sharma,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
521,523,AV Wankhade,14-Mar-92,Right_Hand,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
522,524,B Aparajith,8-Jul-94,Right_Hand,Right-arm offbreak,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
